property_type,stars,score,area,ghg_total,ghg_intensity,electricity,natural_gas,eui_site,eui_source,eui_site_wn,eui_source_wn
K-12 School,1.5,36,94600,647.5,6.8,3577017.8,3319499.7,72.9,142.7,73.4,141
Office,3,69,120637.1,777.6,6.5,5903911.8,0,49.1,137.5,49.7,139.3
Supermarket/Grocery Store,4,77,65058,1142.9,17.6,5912500.1,5942591.7,182.2,350.4,183.4,349.9
Multifamily Housing,3,69,819946,4765.7,8.1,19345824.1,41751181.1,103.2,165.6,104.7,166.5
Multifamily Housing,4,100,59000,163.8,2.8,100679.3,2834273.1,53.4,58.9,56.5,62.2
Senior Living Community,3,66,69455,474.5,6.8,1848051.7,4350600.1,89.2,140.3,92.8,142.8
Multifamily Housing,4,94,367510,1678.8,4.6,5972312,16796859.5,62,93.5,65.3,97
Multifamily Housing,2.5,58,104076,591.5,5.7,1616311.1,7128237.5,84,115.4,85.2,114.7
Multifamily Housing,1,9,351093,2292.1,8.2,11841101.3,13790920.6,91.9,170.7,93.5,172
Multifamily Housing,4,87,1072297,5253.8,4.9,10989761.3,71661598.9,77.1,98.9,77.4,97.9
Multifamily Housing,2.5,57,57600,281.9,5.6,2140270.4,0,42.8,119.9,43.7,122.3
Multifamily Housing,4,63,52193,294.9,5.7,747772.2,3698370,85.2,114.5,89.3,118.1
K-12 School,1,28,205094,1660.7,8.1,9288836,8231340.1,85.4,169,85.6,166.2
Hotel,4,81,80000,553,6.9,3436512.5,1889959.5,66.6,145.1,65.4,141.5
K-12 School,1.5,37,169870,1296.7,7.6,4517988,13208835.2,104.4,156.1,108,159.9
Multifamily Housing,4,97,261354,987.1,3.8,2566929.6,12219454.5,56.6,76.6,60.2,79.8
Multifamily Housing,4,100,438065,643.8,1.8,2390306.8,6193653.8,24.3,37.3,24.7,37.5
Office,3,70,1454157,9599.9,7.7,72884360.7,0,58.4,163.4,58.8,164.8
Multifamily Housing,1,20,59310,504.8,8.5,1631553,5457151,119.5,173.6,123.7,176.6
Multifamily Housing,1,11,1182400,11050.6,9.3,47992217.3,109243642.4,133,210.7,138.1,213.8
Multifamily Housing,4,80,117963,649.2,5.5,1640483.4,8153720.1,83,111.5,87.6,116.4
Multifamily Housing,1.5,36,407921,2407,8.1,12253233.4,14931549.6,91.1,167.4,91.9,166.7
Senior Living Community,4,100,243200,1156.4,4.8,4219602.9,11307136.2,63.8,97.4,65.9,98
Multifamily Housing,3.5,76,67064,408.9,6.4,1123987.9,4910743.9,93.9,129.2,95.9,130.3
Multifamily Housing,1,19,156629,1108.2,8.1,4365612.5,10039102.3,105.2,166.2,110.2,170.6
Hospital (General Medical & Surgical),4,91,492653,5971.1,16.9,24478677,51717376.9,215.7,347.8,218.5,348.9
Multifamily Housing,4,81,47240,282.1,6,863028.6,3170736,85.4,121.6,87.6,122.3
Office,3,64,1133525,8146.7,7.5,61851011.1,0,57.2,160.2,57.2,160.1
Office,2,44,191099,1235,7.3,9231041.2,361253,56.6,154.6,58,158.5
Senior Living Community,1.5,34,71620,669.9,11.7,2513111.7,6379610.1,154.9,239.2,157.3,240.1
Multifamily Housing,4,90,116380,600.1,5.2,1840207.1,6734253.7,73.7,105,75,105
K-12 School,2,45,455800,3069.9,6.7,11468200,29358951.2,89.6,138.1,90,137
Multifamily Housing,4,100,101475,287.9,3.3,935684.2,3099751.1,46.9,68.3,47.7,68.3
Multifamily Housing,4,90,252000,1229.3,4.9,3485262.6,14501791,71.4,99.1,75.6,102.5
Multifamily Housing,2.5,54,328617,1866.7,6.9,6045215.2,20152898.1,96.9,140.9,98.9,141
Multifamily Housing,4,100,345904,941.9,3.4,4014377.3,7778957.4,42.3,69.6,42.7,68.7
Multifamily Housing,1.5,31,275000,1676.6,7.5,6788255.6,14732127.5,95.6,153.2,97.1,152.8
Multifamily Housing,1,20,289267,2472.7,8.5,4845923.9,34537095.8,136.1,172.3,144.9,180.4
K-12 School,4,65,102352,501,4.9,2123458.2,4166740.3,61.5,100.8,62.8,102.2
Multifamily Housing,4,83,340015,1401.2,4.7,6367700.7,10589448.5,56.5,96.5,57.1,95.6
Multifamily Housing,4,95,261656,826.4,4,3302526.2,7368321.5,51.3,81.7,51.4,80.3
Multifamily Housing,2,47,104400,704.9,6.8,2157454.2,7921415.7,96.5,137.5,102.1,141.8
Multifamily Housing,2,48,52400,316.9,6,956687.1,3593326.9,86.8,123.1,89,123.1
Office,3.5,79,1684690,11680.8,7.2,75798867,0,66.9,149.6,65.4,149.6
Multifamily Housing,2,50,245715,1194,7.3,5576180.9,8651365.2,86.6,150.4,88.2,150.4
Office,3.5,71,1155969,4848.5,7.8,36537193.2,678198.8,59.6,164.9,60.1,166.3
Office,3,68,155385,882.6,5.7,4584192.8,5249366.5,63.3,118.1,63.6,117
Multifamily Housing,4,91,145000,544.8,4.5,2238790.9,4705030.7,57.9,93.4,58.2,92.3
Multifamily Housing,3.5,78,233983,1015.7,5.2,5511107.3,5455999.7,56.1,108.3,56.7,107.9
Office,4,100,212651,103.4,0.5,784691.7,0,3.7,10.3,3.7,10.3
Multifamily Housing,1,28,1008356,5816.5,7.3,40261945.9,9666100,62.3,153.3,63.4,156
Multifamily Housing,3.5,78,167091,921.6,6.8,2466305.7,11235216,101.4,138.5,107.9,144.2
Office,2.5,60,231521,1668.5,7.2,8549896.9,10210413.6,81,149.7,83.9,152.7
Multifamily Housing,4,83,295000,1571.3,5.3,5474213.8,16007990.4,72.8,108.9,74.1,109.1
Multifamily Housing,1,17,31403,373.2,11.9,2126521.4,1752638,123.5,248.2,123.2,247.3
Medical Office,1,12,64551,657.2,12.8,4009391,2430963.6,125.1,267.6,125.3,266.1
Multifamily Housing,4,99,158777,440.7,2.8,2157578.3,2946056.4,32.6,58.4,33.3,58.3
K-12 School,3,69,125430,597,4.8,1755095.2,6888249.6,68.9,96.8,70.5,98.5
Multifamily Housing,4,99,144107,468.2,3.8,2311687.5,3081693.6,43.9,79,44.9,79.4
K-12 School,2.5,60,188084,1120.9,6,3342756.9,12813311,85.9,121.3,89.1,124.7
Office,4,96,187747,1232,9.8,6822075.8,6276783,104.2,204.3,99.8,199.7
K-12 School,3,61,57350,376.4,6.6,1580240.5,3168700.5,82.8,135.2,85.3,137.8
Retail Store,2,19,176600,1607.6,9.1,12106594.8,244400,69.9,193.4,69.9,193.4
K-12 School,3,49,97480,553.2,5.7,3140428.6,2626990,59.2,118.5,59.2,116.7
Hotel,4,82,360000,2727.2,7.6,14479393.9,6825430.2,83.3,154.5,81.3,154.3
Multifamily Housing,1,1,107500,1649.6,15.3,1005601.9,28563221.4,275.1,305.2,290.5,320.6
K-12 School,3,48,53700,346.1,6.4,929582.3,4210989.7,95.7,130.8,101.3,135.7
Multifamily Housing,2.5,51,241024,1265,5.6,7465990.5,4149605.7,51.7,112.5,51.6,112.1
Multifamily Housing,1.5,35,169898,1071.3,8,5684152.4,6074118.7,87.8,166.5,88,164.7
Multifamily Housing,3.5,79,75815,378.3,6.2,957983.5,4747404.7,93.8,126.1,94.6,125.6
Multifamily Housing,4,63,441181,2222.6,5.5,13214948.1,9075664.4,55.4,115.5,55.6,114.8
Multifamily Housing,1,4,108147,1062.6,9.8,2474321.1,13870680.6,151.1,198.7,159.7,205.9
Hotel,1,20,100535,1270.8,12.6,7998880.9,4089699.9,120.2,265.5,121.2,266.5
Multifamily Housing,4,83,205500,833.4,4.7,3378046.8,7313841.3,60.9,97.7,62.5,98.2
K-12 School,2,46,218950,1472.4,6.7,4884012.1,15610119.7,93.6,137.3,96.7,140.6
Multifamily Housing,4,81,53469,272.9,5.1,1584925.5,1208532.1,52.2,106.7,52.6,107.7
Multifamily Housing,2,41,475674,2542.8,7.2,14409729.5,12140309.5,75.4,150.8,76.1,150.1
Office,2.5,57,193496,1410.8,9.3,10711129.8,0,70.8,198.3,70.5,197.5
K-12 School,3,69,69921,311.3,4.5,1055961.4,3242222.2,61.5,91,62.9,92.5
Multifamily Housing,4,99,293000,1013.8,4.5,2244960.4,13519688.2,69.4,90.2,73.2,93.5
Office,1,1,213533,3068.2,46.8,20642519.8,6575542.6,414.9,986.2,418.3,985.3
Multifamily Housing,1,28,120728,901.4,7.5,3047726,9413037.2,103.2,152.6,108.2,155.4
Multifamily Housing,4,98,93675,298.8,4.4,1281397,2448138.7,55.1,90.9,56,91.1
Hotel,2,42,358850,3778.4,12,12054190.6,41243762.7,169.3,244.7,174.3,248.4
Office,4,76,757901,4281,6.9,30405386.6,5199665.1,57.2,145.5,57.8,146.8
Multifamily Housing,4,95,261305,919.5,4.3,6980843.9,0,32.7,91.7,33,92.5
Multifamily Housing,2.5,57,298653,1614.4,6.7,4977894.8,18051238.9,95.4,136.2,99.9,138.5
Multifamily Housing,3.5,74,91100,477.7,6.3,1324354.9,5709587.2,93,128.4,98.9,133.6
Multifamily Housing,3,67,469949,2094.3,6.1,9984255.5,14670158.3,71.7,126,74.1,127.6
Multifamily Housing,4,100,93000,246.3,3.2,1034946.2,2069955,39.8,65,40.3,64.6
Multifamily Housing,4,90,199712,788.4,3.9,4819774.7,2891370.8,38.6,82.8,39.7,84.6
Multifamily Housing,4,90,83825,364,5.1,961545.2,4468538,76,103.3,79.1,105.9
Multifamily Housing,1,12,123571,1022.5,9.3,3777478.6,9883150.3,124.4,190.8,126.9,190.5
Hotel,1,11,89000,929.2,10.4,5917995.9,2817806.5,98.2,219.4,97.4,217.3
Multifamily Housing,3.5,77,192927,734.4,4.1,2200156.5,8370991.3,59.2,83.7,62.4,86.2
Retail Store,2,49,50162,494.3,9.9,2160677.9,0,106,196.3,108.9,198.3
Multifamily Housing,1.5,40,220300,1432.2,7.4,5091846.6,14338000,100.4,151.5,105,153.7
Multifamily Housing,1,27,680267,3924,7.8,28753816.3,2573722.6,61.9,164.4,63.3,168.3
K-12 School,2,41,208200,1454.5,7,10641632.4,994200,55.9,148.1,56.1,148.8
Office,2.5,58,80610,554.9,6.9,2832595.8,3422193.3,77.6,143,78.3,140.5
Multifamily Housing,1.5,33,255042,1876,7.4,8980079.6,11663599.8,80.9,146.6,82.3,146.4
Financial Office,3.5,74,581260,3538.1,6.1,19755483.5,17622868.5,64.4,127.3,65.2,127.5
K-12 School,1.5,35,95310,658.6,6.9,2340140.6,6596240,93.8,141.4,97,145.5
Multifamily Housing,3.5,51,125000,807,6.5,1256049.3,12078482.3,106.7,129.6,113.8,137.1
Multifamily Housing,2,47,161864,1003.1,7,2215484.1,13392138.8,109.2,141.8,116,148.1
Multifamily Housing,3,70,599388,2989.2,5.6,9210670,33436515,80.4,114.8,81.8,114.9
Multifamily Housing,4,88,107170,379.2,3.8,985754.1,4695499.9,57.5,77.9,59.1,78.5
Office,3,67,160558,992.5,6.2,2628049.3,12169713.7,92.2,125.4,97.6,130.2
Wholesale Club/Supercenter,4,90,282259,701,5.2,3914087.9,3491887.1,54.5,107.7,54.9,106.5
Multifamily Housing,3.5,79,65806,374.1,5.7,1090373.9,4339860,82.5,115.6,86.7,118.8
Multifamily Housing,1.5,39,78000,490.2,6.3,2608786.6,2759324.3,68.8,130.8,69.9,130.5
Office,3.5,78,618563,4014.2,6.6,21532863.2,22179383.5,71.7,137.1,72.4,136.2
Multifamily Housing,2,15,180994,1275.4,8.4,8471416,3004127.9,75.8,177.6,76,177.6
Multifamily Housing,1,8,333000,3075,9.5,7018739.8,40489233,146.2,191.3,136,179.6
Multifamily Housing,4,98,100200,332.4,3.3,1470539.7,2612401.3,40.7,68.5,41,67.4
K-12 School,1,23,212285,1833.9,8.6,10090494.7,9503780.3,92.3,180.1,93,177.9
Multifamily Housing,4,88,162981,801.7,4.9,3199658.4,7158727.8,63.6,101.1,64.5,101.5
Multifamily Housing,2,47,403799,2533.1,6.9,9903500.9,23132390.3,90.3,142.1,93.7,142.8
Multifamily Housing,2,47,145503,769.1,6.7,2605575.6,8019113.5,92,136.1,94.4,137
Office,3.5,79,972620,5735.8,5.9,28996514.8,36083627.1,66.9,122.4,67.7,121.9
Hotel,2.5,56,106200,1028.5,9.7,6298838.9,3743400,94.6,203.1,95.5,202.9
Multifamily Housing,2,49,65492,444.4,7.5,986302.4,5920738.4,117.1,152.2,124,158.6
Office,3,68,1587805,10512.5,7,78075765,4307865.9,54.7,148.1,54.3,147.1
Multifamily Housing,2,41,239464,1815.4,7.6,4583150.8,22813819.1,114.4,153.6,120.3,159.2
Multifamily Housing,1,30,108010,737.3,6.8,5146412.4,1118340,58,144.3,58.6,146
K-12 School,2,45,85474,522.5,6.1,1798318.5,5378550.2,84,125,87.2,128.6
Multifamily Housing,1.5,39,113088,897.1,7.9,3772305,7535285.3,100,163.4,104.3,166.2
Hospital (General Medical & Surgical),1.5,31,5863656,92454.1,23.7,450327013.7,360612170.5,262.3,486.1,262.1,480.2
Hotel,3.5,75,356929,2126.4,7.4,7352074.9,21801500.3,101.6,151.5,103.4,151.9
K-12 School,3,69,93355,503.4,5.4,1489109.4,5784120,77.9,109.7,80.9,112.8
Office,4,86,785947,4071.4,8.9,23332706.7,18691983.2,91.7,185.3,93.6,186
Multifamily Housing,4,87,177911,696.2,3.9,3333528,4840206.2,45.9,81,47,82.1
Multifamily Housing,3,69,111592,481.2,4.3,811466,7047640.8,70.4,86.7,75.2,91
Multifamily Housing,1,25,691865,3776.3,7.6,15694924.3,32176627.4,96.3,156.3,99.7,158.1
Multifamily Housing,3.5,55,903456,4631.3,6.1,19352887.1,39203048,77.2,125.7,77.8,124.1
Multifamily Housing,2.5,56,385917,1882.2,6.4,10846812.2,8537961.7,65.8,133.6,66,132.7
K-12 School,2,43,97461,619.1,6.4,2119943.9,6399750.2,87.4,129.9,90.8,133.4
Multifamily Housing,4,93,50000,189.9,3.8,598232.8,2092000.2,53.8,77.4,55.5,78.4
Multifamily Housing,4,97,131462,479,3.6,1988183.4,4086968.3,46.2,75,47.1,74.9
Multifamily Housing,1.5,38,69353,689.7,13,2182463.6,7573900.1,184.2,265.6,191.4,269.8
Multifamily Housing,4,64,386150,2190,5.7,12016994.4,11431589.5,60.7,118.2,61,116.8
Multifamily Housing,4,86,112734,517.3,4.8,2396255.3,3797636.3,56.9,98.2,58.9,100.3
Multifamily Housing,4,67,171630,966.7,5.6,1183728.1,15264315.2,95.8,112.7,103.1,120.3
Multifamily Housing,1.5,36,67133,486,7.2,1148363.2,6302307.6,111,146.5,118,153.2
Multifamily Housing,3.5,53,147868,767.8,6.1,2318984,8704173.5,86.9,123.3,86,120.8
K-12 School,2,47,117451,706,6,1577026.4,9381589.7,93.3,121.5,94.8,123
Multifamily Housing,4,97,62825,223.6,4.4,479937.5,3019825.9,68.9,88.8,71.4,90.6
K-12 School,2,50,85200,509.8,6,1388090.3,6155180,88.5,121.5,92.3,125.4
Multifamily Housing,1.5,35,54182,327.2,6.2,1069718.8,3507642.6,86.7,126.5,90.5,130.5
Multifamily Housing,3.5,80,88776,461.2,5.2,1636954.6,4623361.1,70.5,106.3,71.4,105.6
Multifamily Housing,3,43,97930,819.4,8.4,4625064.8,3957300,87.6,174.7,89.4,176.5
Senior Living Community,2.5,35,107394,917.1,11.4,4145496,6985979.8,138.1,235,141.2,236.7
Multifamily Housing,4,93,329554,1113.6,4.3,4328415.4,10232913.5,55.6,87.3,56,86.2
Multifamily Housing,4,73,50000,340.1,6.8,716881.5,4625208,106.8,137.3,112.8,141.3
Multifamily Housing,4,98,51368,175.1,3.4,229065.9,2729060.7,57.6,68.3,60.3,71.2
Multifamily Housing,4,97,715976,2202.3,3.9,8265008.5,20966758.3,51.7,79.8,53,79.9
Multifamily Housing,3,70,335411,1713.7,6.4,4388500.1,21381029.8,95.9,129.2,101.4,134.1
Multifamily Housing,1,1,107500,1717.8,16,1060557.3,29712079.4,286.3,317.8,304,336.1
Multifamily Housing,4,74,852820,4199.1,5.5,8812260.4,57204496.6,87.1,111.8,92.6,116.3
Multifamily Housing,4,84,78055,461.7,5.9,2790733.4,1771183.8,58.4,123.9,59.7,126.4
Senior Living Community,2.5,39,107730,1082.9,12.8,5126772.8,7675000,151.1,264.5,152.1,262.8
K-12 School,1,30,107729,779.3,7.2,3222470.5,6680270.1,91.9,148.9,94.6,151.2
Office,1,13,59000,908.6,15.4,5154773.8,4322997.2,160.6,321.6,163.1,321
Multifamily Housing,3,65,429600,2130,5.5,8765909,18364476.2,70,113.1,71.4,113.4
Multifamily Housing,2.5,54,58652,332.8,6.3,1027048.6,3718634.4,89.2,127.4,88.7,126
Multifamily Housing,4,100,258445,860.6,3.4,2627870.9,9685840.1,49.3,70.1,50.5,71.5
Multifamily Housing,2,14,331566,2195.4,8.7,12916446.2,9302159.4,88.3,182.6,92.3,190.3
Multifamily Housing,2,48,561880,3216.4,6.8,12187772.1,30332559.6,89.9,139.5,94,141.7
Residence Hall/Dormitory,2.5,55,338679,3246.6,9.6,10782060.4,1018042,118.5,186.1,117.1,185.8
Multifamily Housing,4,89,684299,2959.9,5.6,11713020.5,26680707.1,72.6,115,75.1,115.2
Multifamily Housing,1.5,35,158600,1162.3,7.3,3488965,13231623.9,105.4,149.2,111.4,155.5
Office,4,86,787045,4239.3,5.4,24227418,19734900.7,55.9,112.5,56.5,112.3
Office,4,95,480117,1942.9,4.4,14751138.2,0,33.5,93.8,34,95.3
Multifamily Housing,4,82,82600,374.2,4.5,2146228.4,1722551.4,46.8,94.7,46.9,94.2
Multifamily Housing,4,83,101700,431.8,4.9,1216616.9,5112848.4,71.1,98.6,74.4,101
Office,3.5,75,1398335,9236.5,6.6,70125175.9,0,50.4,141,50.1,140.2
Multifamily Housing,2.5,51,437780,2321.8,6.9,14511893.5,7727026.1,66.2,145.2,67.5,147.8
Multifamily Housing,2,16,46000,342.8,7.5,769021.3,4546708.9,115.6,150.6,123,157.2
Multifamily Housing,1,29,78900,506.5,6.9,1717781.5,5276923.4,95.9,142,98.6,142.6
Retail Store,4,100,61612,104.5,1.7,242379.5,1366011.6,26.1,34.3,27,35.4
Multifamily Housing,1,21,58012,407.7,7.9,2897280,490325.4,65.4,166.5,66.9,169.8
Supermarket/Grocery Store,2.5,53,66570,1477.3,22.2,9863618,3353900,198.6,467.8,199.7,463.8
Senior Living Community,3.5,73,84139,354.6,4.2,1899992.6,1964699.9,45.9,87.7,46.4,87.1
Multifamily Housing,3.5,53,198848,1322,6.6,6315306.9,9228635.8,78.2,137.7,78.5,137.5
Senior Living Community,1,2,100866,1008.6,14.5,3410771.2,10530704.3,200.1,295.8,205.6,297.3
Multifamily Housing,2,47,204401,1522,7.4,5137239.6,15916300,103,152.1,108.9,158.4
Multifamily Housing,4,100,58000,189.8,3.3,131481.3,3247735.5,58.3,65.1,61.5,68.7
Multifamily Housing,3,49,403018,1984,7.3,10107340.6,12288519.4,82,150.9,82.7,148.8
Multifamily Housing,3.5,78,56000,223.9,4,785512.7,2266844.4,54.5,81.8,54.8,82.1
Office,3.5,74,58752,281.4,4.8,1872516.6,653562,43,100.9,43.6,101.1
Multifamily Housing,3.5,78,2409540,12830,6.1,50401768.6,116565518.9,79.1,124.9,82.5,127.2
Office,4,94,645891,2048.8,4.2,15469064.3,188202.1,32.3,89.8,32.3,89.8
K-12 School,2.5,57,165364,900.6,5.4,4379821.2,6094209.7,63.3,112.9,64.9,113.5
Multifamily Housing,1.5,35,118232,895.6,7.8,2045703.1,11788471.2,121,158.4,126.5,163
Multifamily Housing,4,98,278604,818.8,2.9,2972098.3,8044660.8,39.5,60.2,41.4,61.3
K-12 School,1,30,250844,1789.5,7.1,5770415.5,19381421.9,100.3,145.5,100.4,143.4
K-12 School,2.5,56,86520,468.7,5.4,2625117.8,2314640,57.1,113,58.6,114.9
Multifamily Housing,3,61,118904,454.7,5.8,1891742.8,3869479.7,73,118.6,73.2,117.1
K-12 School,2.5,56,56385,317.4,5.6,858394.4,3847600.3,83.5,114.3,87.2,118.2
Office,3,65,1877620,12992.2,7,98638920.9,0,53.2,148.8,53.1,148.6
Hotel,1,23,150626,1648.5,13.4,4450487.5,15702350,199.6,268.1,201.7,270.9
Senior Living Community,3.5,54,62700,505.3,8.1,1911702.7,4772400,106.8,165.6,108.4,164.4
Hotel,1,27,304200,3416.7,11.4,17713748.4,20399740.9,127,236.7,129.9,239.7
Multifamily Housing,3.5,79,800000,3248.2,5.8,13400249,27924899.7,74.1,119.8,75.6,120.2
Multifamily Housing,2.5,53,802292,5210.1,7,15107554.5,60628051.9,102,142.7,106.8,146.4
Multifamily Housing,1,30,124461,1032.3,9.4,2851162,12365865.1,139.2,191.8,145.2,198.1
Multifamily Housing,1,24,59310,488,8.2,1714906.5,4935913.9,112.1,168.3,116.9,173.3
Supermarket/Grocery Store,3,63,55600,1378.4,24.8,7306726.2,7832199.4,272.3,515.9,280.1,521
Multifamily Housing,2.5,57,240000,1246.5,6.6,5458130.5,9932500.7,81.9,136.8,85.4,139.4
Multifamily Housing,1,21,386589.3,2227.8,8.4,9737606.4,17795604.9,103.3,172.3,108.2,176.3
Office,2,46,1219035,8494,7.4,42695131.4,54041778.6,84.8,154.6,85.7,153.7
Office,1,11,74666,733.6,13.2,5569300.9,0,100.3,280.8,102.8,287.9
Multifamily Housing,4,99,110500,412.4,4.6,1946805.8,2937199.1,54,94.3,53.9,93
Office,4,97,123744,276.8,2.2,2090182,27291.6,17.1,47.5,17.3,47.9
Multifamily Housing,4,99,144649,441.9,3.1,1589812.6,4377326.5,41.3,62.5,41.7,61.8
Multifamily Housing,4,89,80144,280.5,5,1265843.8,2141980,60.7,103.2,61.2,102.6
Hospital (General Medical & Surgical),1,4,373995,8449.2,22.6,38780029.2,62907044.6,271.9,466.9,275.7,466.8
K-12 School,1,25,264710,2237.4,8.5,10428651.9,16263051.3,100.8,174.8,104.6,178.8
Multifamily Housing,2,22,205118,1338.3,7.8,9206780,2365667.7,67.2,164.2,69.1,169.1
Multifamily Housing,4,92,76037,314.5,4.9,1296028.5,2708024.7,62.8,101.4,63.2,100.2
Multifamily Housing,4,96,216000,743.6,3.4,1220811,10972499.9,56.5,69.2,58.7,71.2
Multifamily Housing,4,87,80576,280.8,3.7,1713517.4,1038414.6,36.3,77.6,36.5,77.5
K-12 School,3,63,58527,306.1,5.2,947143.9,3414609.9,74.5,106.6,77.6,109.8
Multifamily Housing,3,70,116100,671.7,6.1,2509302.1,6424420,81.5,125.7,85.1,128.4
Multifamily Housing,2,47,111500,606.2,6.4,1581065.1,7492365,95.5,129.4,99.4,132.6
Multifamily Housing,4,66,86040,438.9,5.7,1532603,4463305.3,77.5,116,81.6,120.4
Multifamily Housing,3.5,76,554253,3151.2,7,8811173.9,37477833.1,102.5,141.8,108.1,147.6
Office,1.5,36,115232,1239.7,10.8,6773900.4,6542861.2,115.6,224.2,116.6,226.2
Multifamily Housing,3,65,370974,2086.9,6.3,6791739.1,22447547.5,88.3,128.7,91.4,129.3
Multifamily Housing,3,68,372431,2035,5.5,15449821.7,0,41.5,116.2,41.5,116.2
Multifamily Housing,2,42,257246,1316,7.2,3069629.8,17164263.4,111,146.1,118.4,153.8
Multifamily Housing,4,95,175279,864,4.9,2487296.5,10098558.9,71.8,100.2,74.3,101.5
Multifamily Housing,1,29,51959,341.8,6.6,255719.7,5801700.1,116.6,131,120.7,135.4
Office,1.5,34,62660,809.5,12.9,4069016,5150397.1,147.1,268.1,151.1,269.2
Multifamily Housing,3.5,80,60000,284.1,4.7,1122346.4,2565699.9,61.5,97.3,64,98.8
Multifamily Housing,3.5,76,583000,3674.7,6.3,10425240,43332388.7,92.2,128.1,94.6,129
Multifamily Housing,4,76,385000,1917.1,5.5,6154495.9,20832108.6,77.1,111.7,80.8,114.1
Multifamily Housing,1,4,443853,4560.9,10.3,25915829.6,21602722,107.1,214.6,109.6,218.8
K-12 School,1,28,70232,524.5,7.5,1611166.9,5878750.1,106.6,152.1,112.2,158
Multifamily Housing,2.5,57,111293,805.8,7.2,2494032,8985660,103.1,147.5,106.4,150.2
Multifamily Housing,4,80,90000,349.3,3.9,1138683.9,3752082.2,54.3,79.2,55.7,79
Multifamily Housing,2.5,55,154000,846.1,6.6,5799237.3,1547926.2,57.1,138.8,57.8,140.7
Multifamily Housing,4,70,123732,457.6,5.1,2603355.1,2159754.1,52.9,106.2,53.2,104.6
Multifamily Housing,2.5,33,99462,793.8,8,2807497.2,7982690.7,108.5,163.3,113.7,167.3
Multifamily Housing,2,41,148157,1055.6,7.1,6269142,4328542.2,71.5,149.2,73,151.7
K-12 School,1.5,33,106519,756.4,7.1,1883529.8,9570439.7,107.5,143.9,111.8,148.3
Multifamily Housing,1.5,34,156471,1690.5,10.8,5185932.2,18967601.1,154.4,220.1,162.8,228.9
Multifamily Housing,3.5,79,379680,1632.4,5,5051343.2,18207405,71.4,102.1,74.3,105.2
Multifamily Housing,2,45,50736,313.5,6.2,761653.9,4013712.1,94.1,125.1,96,125
Multifamily Housing,1,6,72150,623.2,8.6,3335792.1,3461826.4,94.2,179.8,97.3,182.7
Multifamily Housing,1,1,107500,1441,13.4,1045560.9,24536849.8,238,266.9,251.8,280.5
Multifamily Housing,4,61,168500,1058.2,6.6,2776367.2,13038305.9,98.8,134.2,102.7,136.3
Multifamily Housing,4,68,642408,3311.4,5.4,12852747.8,30471600.3,70,109.9,72.2,111.5
Multifamily Housing,3.5,78,311326,1514.3,5.8,4997551.3,16117403.7,81.4,119.2,85,121.6
Multifamily Housing,2,43,62100,747.1,12,3032012.3,6547121.2,154.3,247.4,158.4,248.3
Multifamily Housing,1.5,37,518308,3051.1,6.9,9487868,33916172.3,98.5,141.1,102.3,143.9
K-12 School,2,29,53251,386.9,7.3,1783391,2861970.1,87.2,150.2,90.8,154
Multifamily Housing,4,95,97709,261.3,4.1,1983549.1,0,31.4,87.8,31.6,88.5
Supermarket/Grocery Store,3,63,72651,1582.3,21.8,8985942.2,7507099.8,227,454.8,232.7,457.1
K-12 School,1,11,74828,710.2,9.5,2367651.6,7499630.2,131.9,193.8,138.5,200.8
Multifamily Housing,2,44,290751,1501.6,7.7,5277154.8,15184799.1,104.3,156.6,110.6,163.4
Office,3.5,80,92454,465.4,5,2399982,2810769.9,56.4,104.6,57.7,104.3
Multifamily Housing,2.5,52,211558,1371.5,7.4,4091005.2,15676300.1,106.6,150.6,111.4,153.6
Multifamily Housing,4,92,122400,471.9,5.1,1564596.6,5004201.9,71.6,105,71.7,104.2
Multifamily Housing,4,69,66000,349.8,5.3,1218218.8,3565700.2,72.5,108.4,74.5,109.6
K-12 School,1.5,31,64150,477.7,8.2,2997511.7,1098040,70.4,164.2,71.7,165
Multifamily Housing,3,62,71250,478.9,7.9,1381959.5,5588623.1,115.1,160.8,120.6,164.2
Multifamily Housing,3.5,79,247000,1074.6,5.1,4507409.4,9054347.5,64.9,105.9,67.5,106.9
Retail Store,2,45,1841736,14740.5,8,76140900.5,88706600.6,89.5,166.3,91.1,168
Office,4,83,158114,933.4,6,5507378.6,3915113.5,60.9,126.3,61.9,125.6
Office,3.5,80,60892,243.6,4,1192258.7,1628824.8,46.3,82.9,48.2,84.9
Multifamily Housing,2.5,59,330065,1762,6.5,8008374.8,13314350.4,78.6,134.2,79.5,133.9
Multifamily Housing,1.5,36,426100,2794,7.4,14998872.8,15407955.2,80.5,154,82.7,155.5
Multifamily Housing,3,67,302000,1726.5,6,5055541.1,19968934.8,86.5,121.5,91.6,125.5
Multifamily Housing,1,1,176317,2123.5,15,8448808.4,19028887.7,193.7,307.7,199.2,313.4
Multifamily Housing,3.5,52,465907,2531.5,6.7,9784209.2,23398485.6,87.3,136.6,87.7,134.1
Multifamily Housing,2,49,413455,2819.8,7,10246561.4,27679291.5,93.8,142.8,97.4,145.9
K-12 School,1,22,63979,508.5,7.9,1674166.1,5421410.3,110.9,162.2,116.2,167
Multifamily Housing,1,1,363053,4027.5,13.2,11073350.8,48365742.2,195.4,268.9,207.1,281.1
